name	id_staz	id_reg	lat	lon
Ca` Di Boschetti	S06044	2	44.117925	9.857449
Ceccano	S08664	5	41.573583	13.336417
Cecchina	S08732	5	41.692029	12.650992
Cecina	S06026	13	43.31028	10.514225
Cefalu`	S12019	14	38.03285	14.019526
Ceggia	S02665	12	45.688394	12.633987
Celano-Ovindoli	S08528	19	42.076999	13.543398
Celle	S04530	2	44.34246	8.542626
Celle Bulgheria Roccagloriosa	S11716	18	40.10287	15.39473
Cengio	S00745	2	44.390798	8.191824
Centallo	S00608	3	44.496223	7.591035
Centola	S11715	18	40.090672	15.34674
Ceprano-Falvaterra	S08666	5	41.523962	13.523481
Cercenasco	S00541	3	44.864897	7.495302
Cerchio	S08530	19	42.061082	13.597972
Cercina	S06956	13	43.900121	11.265279
Cerda	S12200	14	37.953964	13.78447
Cerea	S02364	12	45.196556	11.213921
Ceregnano	S05417	12	45.05062	11.870958
Ceriale	S04517	2	44.098922	8.234216
Cerignola	S11103	16	41.315664	15.897298
Cernusco-Merate	S01513	1	45.695096	9.396794
Cerreto D`Esi	S07300	11	43.32205	12.98319
Certaldo	S06803	13	43.547124	11.037711
Certosa Di Pavia	S01803	1	45.256927	9.154456
Cervaro	S11200	16	41.397604	15.595704
Cervia-Milano Marittima	S05814	8	44.258444	12.347096
Cervignano A.G.	S03207	10	45.823948	13.342866
Cervignasco	S00546	3	44.699669	7.518644
Cervo San Bartolomeo	S04512	2	43.923901	8.109704
Cesano Di Roma	S08319	5	42.061833	12.326669
Cese	S09473	18	41.210883	14.787329
Cesena	S05066	8	44.145449	12.24964
Cesenatico	S05815	8	44.20065	12.391186
Cetraro	S11735	17	39.512553	15.939263
Ceva	S00742	3	44.389861	8.031958
Chambave	S00141	4	45.744163	7.557301
Chatillon Saint Vincent	S00142	4	45.7434	7.619309
Cherasco	S00733	3	44.65261	7.867211
Chianche Ceppaloni	S09510	18	41.050122	14.777618
Chiaravalle	S07201	11	43.595503	13.327655
Chiari	S01713	1	45.54011	9.926474
Chiarone	S08007	13	42.387528	11.446123
Chiasso	S01301	1	45.830736	9.03421
Chiavari	S04722	2	44.315156	9.322464
Chiavenna	S01400	1	46.321258	9.407129
Chieri	S00500	3	45.007008	7.827077
Chieti	S07712	19	42.356905	14.13815
Chieuti Serracapriola	S11021	16	41.921962	15.156645
Chignolo Po	S01868	1	45.160942	9.494196
Chioggia	S05428	12	45.210243	12.275235
Chiomonte	S00206	3	45.119876	6.988716
Chirialza	S12899	20	40.830877	9.36732
Chiuduno	S01536	1	45.650449	9.846924
Chiuro	S01435	1	46.164658	9.992317
Chiusa 	S02017	9	46.642611	11.572678
Chiusano Cossombrone	S00429	3	44.985034	8.128822
Chiusi C.T.	S06925	13	43.002466	11.957893
Chivasso	S00232	3	45.193637	7.889666
Ciampino	S08650	5	41.804442	12.599546
Ciardes	S02209	9	46.635274	10.940542
Cinisi Terrasini	S12126	14	38.155314	13.096673
Cirella Majera`	S11730	17	39.708556	15.812289
Ciro'	S11820	17	39.368701	17.116997
Cisano Caprino Bergamasco	S01525	1	45.739606	9.474261
Cismon Del Grappa	S02500	12	45.919664	11.729272
Cisterna Di Latina	S08603	5	41.586511	12.827538
Cisternino	S11131	16	40.816652	17.456899
Citerna Taro	S06154	8	44.63548	10.032939
Cittadella	S02535	12	45.643868	11.789857
Cittaducale	S07406	5	42.387764	12.94269
Citta` Della Pieve	S08200	6	42.936221	11.971127
Civate	S01462	1	45.831295	9.352877
Civita Castellana	S08211	5	42.346593	12.453821
Civita D`Antino-Morino	S08853	19	41.870632	13.458868
Civitanova Marche	S07506	11	43.3091	13.7257
Civitavecchia	S08010	5	42.088287	11.79815
Civitavecchia M.Ma	S08012	5	42.099843	11.78438
Civitavecchia Viale Della Vittoria	S08024	5	42.086518	11.800599
Civitella Paganico	S06822	13	42.94028	11.283536
Civitella Roveto	S08852	19	41.916419	13.424882
Cixerri	S12970	20	39.26982	8.578934
Classe	S05812	8	44.382033	12.234995
Coccaglio	S01540	1	45.560971	9.977648
Cocconato	S00425	3	45.082926	8.070145
Cocullo	S08534	19	42.040723	13.776636
Codogno	S01828	1	45.154897	9.701376
Codola	S09703	18	40.767687	14.665622
Codroipo	S02831	10	45.9657	12.976543
Cogoleto	S04532	2	44.389762	8.643906
Coldrano-Martello	S02206	9	46.618902	10.821204
Colico	S01420	1	46.138019	9.375222
Colle Isarco 	S02005	9	46.937951	11.441336
Colle Mattia	S08651	5	41.832756	12.728329
Colle Val D`Elsa	S06840	13	43.421908	11.127681
Collecchio	S06151	8	44.755339	10.21228
Colleferro-Segni-Paliano	S08657	5	41.740062	13.00299
Collegno	S00217	3	45.078854	7.574131
Collesalvetti	S06018	13	43.586586	10.470534
Collevecchio	S08221	5	42.298089	12.520546
Colli Di Monte Bove	S08520	19	42.097103	13.15057
Cologne	S01539	1	45.576627	9.935316
Colorno	S01852	8	44.927943	10.382935
Comignago	S00050	3	45.714296	8.566362
Comiso	S12411	14	36.947184	14.60037
Como S. Giovanni	S01307	1	45.808946	9.072331
Compiobbi	S06902	13	43.782527	11.358695
Condofuri	S11861	17	37.92761	15.874952
Condove	S00212	3	45.106689	7.317022
Conegliano	S02706	12	45.884706	12.298909
Conselice	S05950	8	44.510987	11.831949
Contea Londa	S06702	13	43.865124	11.531603
Contesse	S12355	14	38.16193	15.544717
Contigliano	S07404	5	42.412072	12.779144
Contursi Terme	S09826	18	40.630046	15.235486
Corbetta S. Stefano	S01041	1	45.480829	8.917457
Corbezzi	S05115	13	43.993948	10.919676
Corchiano	S08112	5	42.361351	12.341846
Cordovado Sesto	S02661	10	45.850653	12.877784
Corigliano Calabro	S11812	17	39.628223	16.514949
Cormons	S03300	10	45.957519	13.461563
Corniglia	S04734	2	44.119938	9.711051
Cornino	S03053	10	46.220516	13.010581
Cornuda	S02569	12	45.833846	12.012886
Corridonia Mogliano	S07308	11	43.281616	13.477697
Corsano	S09324	18	41.164472	14.958463
Corsico	S01064	1	45.434688	9.105156
Corteolona	S01865	1	45.159701	9.375477
Cosenza	S11910	17	39.318386	16.260955
Cosio Traona	S01424	1	46.135564	9.525498
Cossato	S00973	3	45.564216	8.175964
Costa	S02375	12	45.045766	11.696511
Costa Masnaga	S01491	1	45.76343	9.285231
Costigliole (Motta Di)	S00348	3	44.807559	8.145712
Costigliole D`Asti	S00829	3	44.754882	8.20477
Costigliole Saluzzo	S00702	3	44.570196	7.482075
Cotignola	S05956	8	44.387077	11.938037
Cotilia	S07432	5	42.372602	12.96871
Cozze	S11151	16	41.017835	17.159396
Cozzo	S00332	1	45.182989	8.603292
Crema	S01605	1	45.366864	9.694209
Cremona	S01915	1	45.143215	10.017951
Crescentino	S00172	3	45.194302	8.107175
Cressa Fontaneto	S00017	3	45.646331	8.498435
Crevalcore	S05316	8	44.719156	11.152625
Crocicchie	S08317	5	42.0559	12.238888
Cropani	S11830	17	38.921968	16.813562
Crotone	S11823	17	39.0845	17.108418
Crucoli	S11819	17	39.449588	17.040718
Cucciago	S01312	1	45.740813	9.082205
Cuneo	S00610	3	44.387914	7.536235
Cuneo Gesso	S00611	3	44.394234	7.556017
Cunico Scandeluzza	S00427	3	45.036947	8.11007
Cupone	S08810	19	41.964628	13.377481
Cupramarittima	S07511	11	43.02349	13.860812
Cureggio	S00051	3	45.672538	8.456282
Cusano	S02700	10	45.945427	12.757485
Cutro	S11826	17	39.02593	16.963809
Cuzzago	S01010	3	45.993682	8.373989
Decimomannu	S12888	20	39.304593	8.965808
Dego	S00877	2	44.448003	8.308469
Deiva Marina	S04728	2	44.217306	9.519022
Delebio	S01422	1	46.13865	9.461168
Derby	S00162	4	45.730289	7.087018
Dervio	S01408	1	46.077709	9.30596
Desenzano	S02084	1	45.462677	10.536322
Desio	S01320	1	45.620112	9.218495
Diamante Buonvicino	S11731	17	39.67701	15.824278
Diano Marina	S04511	2	43.909635	8.078433
Dicomano	S06701	13	43.893489	11.519148
Diecimo - Pescaglia	S06310	13	43.959404	10.507844
Dittaino	S12240	14	37.564605	14.462429
Dobbiaco 	S02113	9	46.725049	12.225122
Dolo	S02587	12	45.453466	12.07161
Domegliara	S02055	12	45.522348	10.820408
Domodossola	S01003	3	46.115429	8.296684
Donna	S04202	3	44.818902	8.712792
Donnafugata	S12412	14	36.882055	14.568968
Donnaz	S00148	4	45.602713	7.769563
Dorio	S01407	1	46.102756	9.319063
Dormelletto	S01025	3	45.7233	8.581906
Dormelletto Paese	S00980	3	45.730032	8.574324
Dossobuono	S02330	12	45.392382	10.914831
Dronero	S00722	3	44.464974	7.423245
Dubino	S01405	1	46.172802	9.432188
Dueville	S02146	12	45.635	11.546108
Dev.Int. Dd/Av	S08220	5	42.274228	12.607523
Eboli	S09824	18	40.611057	15.052382
Eca Nasago`	S00926	3	44.160769	7.965137
Eccellente	S11788	17	38.809696	16.232598
Egna-Termeno 	S02032	9	46.319418	11.257177
Egnazia	S11154	16	40.901727	17.329607
Ellera Corciano	S07003	6	43.094699	12.318574
Empoli	S06510	13	43.715708	10.94915
Enas	S12856	20	40.85706	9.431095
Enna	S12238	14	37.581134	14.289579
Equi Terme	S06226	13	44.170282	10.153624
Este	S02396	12	45.220954	11.662931
Exilles	S00251	3	45.08999	6.927344
Firenze S.M.N.	S06421	13	43.776893	11.247373
Fabriano	S07208	11	43.345429	12.905336
Fabriano Ca` Maiano	S07059	11	43.345598	12.873939
Fabrica Di Roma	S08111	5	42.334416	12.307467
Fabro-Ficulle	S08201	6	42.874851	12.04123
Faenza	S05058	8	44.293594	11.883268
Fae`Fortogna	S02557	12	46.239439	12.294121
Fagare	S02762	12	45.70705	12.444296
Fagnano Campana	S07420	19	42.250575	13.562743
Falciano Mondragone Car.	S09001	18	41.123525	13.971792
Falconara	S12405	14	37.113529	14.052516
Falconara Marittima	S07111	11	43.630577	13.397378
Falconara Stadio	S07117	11	43.626158	13.381179
Falcone	S12038	14	38.119573	15.080467
Falerna	S11747	17	38.970726	16.14991
Fanna - Cavasso	S03083	10	46.187072	12.7707
Fano	S07105	11	43.842977	13.02478
Fanzolo	S02575	12	45.708253	11.992069
Fara	S00112	3	45.550556	8.458049
Fara Sabina	S08214	5	42.155546	12.648323
Farigliano	S00737	3	44.513337	7.90947
Fasano	S11130	16	40.851753	17.3859
Fauglia - Lorenzana	S06021	13	43.551831	10.50304
Favazzina	S11771	17	38.258742	15.756625
Federico	S12136	14	38.144862	13.344966
Felegara - S.Andrea Bagni	S06103	8	44.724809	10.114523
Felizzano	S00468	3	44.893367	8.437155
Feltre	S02564	12	46.012884	11.911493
Ferentino-Supino	S08661	5	41.6564	13.246971
Feroleto Antica Pianopoli	S11952	17	38.938255	16.36622
Ferrandina	S11458	15	40.516566	16.475276
Ferrania	S04804	2	44.365136	8.328885
Ferrara	S05712	8	44.843047	11.603594
Ferrera Lomellina	S00404	1	45.111807	8.862805
Ferruzzano	S11856	17	38.016304	16.134486
Fi Rovezzano	S06901	13	43.768657	11.307372
Fidene	S08235	5	41.979773	12.508451
Fidenza	S05009	8	44.86773	10.06339
Fiera	S12137	14	38.144004	13.351336
Fiesole Caldine	S06953	13	43.833697	11.266047
Figline Valdarno	S06908	13	43.621596	11.473652
Filattiera	S06165	13	44.33137	9.933352
Fildidonna	S12277	14	37.310867	14.808848
Filiano	S11211	15	40.837161	15.752285
Finale Ligure Marina	S04522	2	44.169116	8.34033
Fiorenzuola	S05007	8	44.928716	9.917403
Firenze Campo Marte	S06900	13	43.776856	11.27702
Firenze Castello	S06419	13	43.819444	11.21838
Firenze Rifredi	S06420	13	43.800873	11.235729
Firenze Statuto	S06430	13	43.787273	11.249738
Fisciano	S09519	18	40.759095	14.77486
Fiumefreddo Bruzio	S11741	17	39.246369	16.059012
Fiumefreddo Di Sicilia	S12322	14	37.795247	15.205615
Fiumelatte	S01412	1	45.999017	9.292857
Fiumetorto	S12015	14	37.966939	13.774781
Fiumicino Aeroporto	S08411	5	41.793673	12.251728
Fivizzano - Gassano	S06223	13	44.202672	10.091691
Fivizzano Rometta - Soliera	S06222	13	44.201526	10.05953
Foggia	S11100	16	41.466	15.555816
Foligno	S07217	6	42.954261	12.711096
Follonica	S06033	13	42.926687	10.755775
Fondi - Sperlonga	S08606	5	41.337663	13.424893
Fontanafredda	S02702	10	45.967555	12.575266
Fontanetto Po	S00174	3	45.191238	8.188697
Fontaniva	S02534	12	45.634723	11.749038
Fontebuona	S06619	13	43.91751	11.265553
Fontecchio	S07421	19	42.222822	13.604445
Forenza	S11210	15	40.866839	15.725331
Forgaria Bagni Anduins	S03054	10	46.203472	12.964109
Forlimpopoli	S05065	8	44.194165	12.128125
Forli`	S05059	8	44.22413	12.054871
Formia-Gaeta	S08640	5	41.258773	13.605996
Fornaci Di Barga	S06304	13	44.045253	10.473173
Fornovo	S06153	8	44.693791	10.102014
Forte Dei Marmi Serravezza Q.	S06011	13	43.97777	10.19936
Fortezza 	S02011	22	46.788841	11.609922
Fosciandora - Ceserana	S06301	13	44.118559	10.444212
Fossacesia	S07819	19	42.235097	14.524255
Fossacesia - Torino Di Sangro	S07018	19	42.237648	14.525456
Fossalta Di Piave	S02667	12	45.624215	12.500393
Fossalta Di Portogruaro	S03201	12	45.78324	12.907473
Fossano	S00606	3	44.550231	7.717971
Fossato Di Vico Gubbio	S07209	6	43.283798	12.757258
Fragneto Monforte	S09506	18	41.247292	14.76486
Framura	S04729	2	44.201903	9.555169
Francavilla	S12361	14	37.899892	15.132812
Francavilla Al Mare	S07813	19	42.421316	14.288062
Francavilla Angitola F.	S11752	17	38.778074	16.215215
Francavilla Fontana	S11603	16	40.523145	17.584714
Francia	S12139	14	38.155233	13.321938
Frascati	S08751	5	41.806881	12.677962
Frasso T. Dugenta	S09305	18	41.137244	14.459459
Fratta	S02374	12	45.038673	11.642598
Frattamaggiore	S09008	18	40.940018	14.263676
Frattarolo	S11053	16	41.58364	15.861727
Fratte	S09522	18	40.705637	14.778362
Fratte Centro	S02524	12	45.585849	11.906637
Fratte Villa Comunale	S09524	18	40.697895	14.779252
Frosinone	S08662	5	41.625333	13.328728
Frugarolo Boscomarengo	S04200	3	44.841687	8.682724
Funo Centergross	S05726	8	44.593646	11.370672
Furci	S12313	14	37.961714	15.380022
Fuscaldo	S11738	17	39.409692	16.011475
Genova P.Principe	S04700	2	44.417784	8.9207
Gabella Grande	S11871	17	39.146447	17.10991
Gaggi	S12358	14	37.858532	15.225095
Gaggiano	S01063	1	45.408827	9.031117
Gaggio	S02671	12	45.551893	12.326027
Gagliole	S07311	11	43.220298	13.07522
Gaibanella	S05800	8	44.778116	11.671325
Gaifana	S07212	6	43.181837	12.784148
Galati	S12305	14	38.104511	15.505313
Galdo	S09900	18	40.569272	15.355627
Gallarate	S01030	1	45.659828	8.798243
Gallese Bassanello	S08113	5	42.3798	12.371998
Gallese In Teverina	S08210	5	42.380901	12.439732
Galliera	S05721	8	44.737738	11.441551
Galliera Veneta Tombolo	S02541	12	45.652901	11.828066
Gamalero	S00861	3	44.817476	8.543427
Gambettola	S05067	8	44.116718	12.327555
Gambolo`Remondo`	S00274	1	45.23587	8.79757
Garbagna	S00030	3	45.385552	8.66627
Garessio	S00924	3	44.199088	8.015214
Garlasco	S00276	1	45.198948	8.926829
Gatteo A Mare	S05816	8	44.170691	12.432057
Gattinara	S00052	3	45.611523	8.364288
Gavorrano	S06036	13	42.947959	10.9338
Gazzada Schianno Morazzone	S01207	1	45.77862	8.824815
Gazzo Di Bigarello	S02381	1	45.176648	10.894005
Gazzo Pieve S. Giacomo	S01917	1	45.137151	10.189922
Gela	S12407	14	37.07283	14.259461
Gemelli	S08326	5	41.927813	12.427797
Gemona Del Friuli	S03019	10	46.274243	13.127978
Genga S.Vittore Terme	S07206	11	43.403011	12.977163
Genova Acquasanta	S04107	2	44.458757	8.773197
Genova Bolzaneto	S04218	2	44.459208	8.900193
Genova Borzoli	S04109	2	44.434704	8.866648
Genova Brignole	S04702	2	44.407213	8.947553
Genova Cornigliano	S04538	2	44.414752	8.865035
Genova Costa Di Sestri Ponente	S04110	2	44.433535	8.84553
Genova Granara	S04108	2	44.442055	8.823453
Genova Marittima S. Limbania	S04603	2	44.412808	8.911098
Genova Nervi	S04707	2	44.381271	9.039895
Genova P. Principe Sotterranea	S04701	2	44.414803	8.918041
Genova Pegli	S04536	2	44.426236	8.816767
Genova Pontedecimo	S04217	2	44.494189	8.905642
Genova Pra	S04535	2	44.426874	8.785356
Genova Quarto Dei Mille	S04704	2	44.388607	8.99597
Genova Quinto Al Mare	S04705	2	44.385184	9.020514
Genova Rivarolo	S04219	2	44.435955	8.89106
Genova S.Biagio	S04222	2	44.484399	8.900854
Genova Sampierdarena	S04220	2	44.413102	8.887271
Genova Sestri Ponente	S04537	2	44.422374	8.847707
Genova Sturla	S04703	2	44.397977	8.981466
Genova Vesima	S04540	2	44.416176	8.714099
Genova Via Di Francia	S04223	2	44.411126	8.90192
Genova Voltri	S04534	2	44.428467	8.758163
Ghedi	S01841	1	45.409439	10.280506
Ghemme	S00110	3	45.595882	8.417135
Ghislarengo	S00974	3	45.526006	8.379453
Ghivizzano - Coreglia	S06306	13	44.027583	10.510183
Giachery	S12138	14	38.138135	13.355856
Giampilieri	S12308	14	38.080121	15.493863
Giarole	S00316	3	45.056125	8.5609
Giarre Riposto	S12324	14	37.730346	15.193386
Giave	S12866	20	40.455875	8.729388
Ginosa	S11462	16	40.429201	16.890968
Gioia Del Colle	S11505	16	40.796983	16.916569
Gioia Tauro	S11766	17	38.423436	15.897516
Gioiosa Jonica	S11848	17	38.300812	16.332501
Giojosa Marea	S12033	14	38.175149	14.894794
Giovinazzo	S11115	16	41.180968	16.669346
Giugliano Qualiano	S09100	18	40.935018	14.10378
Giulianova	S07802	19	42.751673	13.965743
Giuncano	S07225	6	42.647802	12.637694
Giuncarico	S06037	13	42.915473	11.008362
Gizzeria Lido	S11748	17	38.933446	16.212563
Glorie	S05809	8	44.483341	12.075736
Godo	S05904	8	44.389322	12.071256
Gole Di Alcantara	S12366	14	37.878403	15.176039
Golfo Aranci	S12852	20	40.997261	9.62471
Gonzaga-Reggiolo	S02344	1	44.939239	10.815533
Gorgo Al Monticano	S02766	12	45.784444	12.553737
Goriano Sicoli	S08535	19	42.082698	13.78286
Gorizia Centrale	S03304	10	45.933047	13.60684
Gozzano	S00015	3	45.741039	8.438726
Gragnano	S09758	18	40.688964	14.520445
Gragnola	S06224	13	44.191069	10.109245
Grammichele	S12272	14	37.209336	14.641256
Granaiolo	S06801	13	43.652244	10.945223
Granarolo	S05955	8	44.357356	11.937441
Graniti	S12359	14	37.869467	15.208633
Grassano	S11456	15	40.593317	16.241049
Gravellona Toce	S00007	3	45.934051	8.428346
Gravina In Puglia	S11306	16	40.825216	16.418926
Greccio	S07403	5	42.462872	12.777009
Gricignano	S09300	18	40.998742	14.241657
Grignano	S03315	10	45.713308	13.710255
Grignasco	S00106	3	45.683288	8.332913
Grigno	S02317	9	46.015059	11.624984
Grisignano Di Zocco	S02579	12	45.48638	11.710762
Grisolia S.Maria	S11729	17	39.739731	15.821072
Grizzana	S05133	8	44.258292	11.181194
Gropello Cairoli	S00277	1	45.173101	8.991626
Grosseto	S06039	13	42.76728	11.1065
Grottaglie	S11602	16	40.528989	17.424503
Grottammare	S07512	11	42.99381	13.870265
Grotte	S12372	14	37.409848	13.702717
Grotte S.Stefano	S08301	5	42.51512	12.169372
Grumello Del Monte	S01537	1	45.634102	9.862767
Grumo Appula	S11502	16	41.01199	16.718777
Gualdo Tadino	S07211	6	43.233475	12.7672
Guardavalle	S11843	17	38.480266	16.578923
Guardia Mangano Santa Venerina	S12327	14	37.661812	15.169447
Guardia Piemontese Terme	S11737	17	39.464259	15.979237
Guardiaregia	S09456	7	41.457455	14.553753
Guidonia-Montecello-S.Angelo	S08506	5	41.993405	12.725681
Hone Bard	S00147	4	45.613918	7.741345
Igea Marina	S05818	8	44.131972	12.481636
Iglesias	S12950	20	39.310563	8.539786
Il Cionfo Bin. Le Cure	S06957	13	43.786182	11.268501
Il Cionfo Bin. Salviati	S06951	13	43.798687	11.273076
Il Neto	S06424	13	43.839624	11.182656
Imola	S05054	8	44.359418	11.718723
Imperia Oneglia	S04510	2	43.892321	8.039145
Incisa	S06907	13	43.656541	11.452728
Incisa Scapaccino	S00835	3	44.80052	8.388468
Incoronata	S11101	16	41.408174	15.650728
Indicatore	S06914	13	43.480067	11.803468
Induno Olona	S01204	1	45.846432	8.838357
Ipogeo Degli Ottavi	S08330	5	41.968391	12.409026
Isernia	S09053	7	41.596946	14.235421
Isola Capo Rizzuto	S11825	17	39.043084	17.071764
Isola Del Cantone	S04210	2	44.646589	8.957578
Isola Della Scala	S05307	12	45.269474	11.013312
Isola Delle Femmine	S12129	14	38.194784	13.250188
Isola D`Asti	S00347	3	44.830605	8.175113
Isola Liri	S08858	5	41.681712	13.581088
Isoletta-S.Giovanni I.	S08665	5	41.527873	13.547095
Ispica	S12421	14	36.77804	14.914315
Ispra	S01121	1	45.811573	8.621338
Istrana	S02539	12	45.676539	12.102781
Itri	S08607	5	41.271328	13.545549
Ivrea	S00154	3	45.461542	7.876348
Jesi	S07202	11	43.520164	13.251316
Joppolo	S11763	17	38.580318	15.897025
La Fiora	S08808	5	41.331487	13.200365
La Giustiniana	S08321	5	41.985243	12.403457
La Salle	S00132	4	45.744637	7.061987
La Spezia Centrale	S06000	2	44.11141	9.813906
La Spezia Migliarina	S06004	2	44.123391	9.84028
La Storta	S08320	5	42.001748	12.381254
Labro Moggio	S07427	5	42.506131	12.746224
Laces	S02207	9	46.619692	10.85863
Ladispoli-Cerveteri	S08021	5	41.953502	12.081675
Lagonegro	S09911	15	40.120325	15.7627
Laigueglia	S04514	2	43.981283	8.158685
Laives 	S02029	9	46.43409	11.323533
Lama	S05418	12	45.043466	11.913123
Lama Di Reno	S05121	8	44.363501	11.216168
Lambrinia	S01869	1	45.164376	9.527436
Lamezia Terme Centrale	S11749	17	38.921347	16.255577
Lamezia Terme Nicastro	S11951	17	38.966779	16.320043
Lamezia Terme Sambiase	S11950	17	38.959927	16.284962
Lana-Postal 	S02219	9	46.608079	11.182252
Lancenigo	S02710	12	45.710087	12.265663
Lanuvio	S08733	5	41.672211	12.690885
Lanzara Fimiani	S09707	18	40.769685	14.68115
Larino	S09466	7	41.80015	14.918226
Lasa	S02204	9	46.618617	10.694828
Lascari	S12018	14	38.011672	13.928633
Laterina	S06912	13	43.496458	11.660573
Latiano	S11606	16	40.558074	17.717629
Latina	S08608	5	41.538372	12.945888
Latisana Lignano B.	S03202	10	45.777733	13.001101
Lauriano	S00421	3	45.160761	7.998531
Lavagna	S04723	2	44.305677	9.346371
Laveno Mombello	S01118	1	45.903272	8.624583
Lavezzola	S05806	8	44.559591	11.880154
Lavino	S05041	8	44.538306	11.232799
Lavis	S02037	9	46.148306	11.095993
Lavorate	S09708	18	40.78733	14.649875
Le Piagge	S06516	13	43.789684	11.171665
Lecce	S11145	16	40.34566	18.165724
Lecco	S01520	1	45.856471	9.393638
Lecco Maggianico	S01522	1	45.831179	9.411691
Leggiuno Monvalle	S01120	1	45.867349	8.629476
Legnago	S02366	12	45.189034	11.304724
Legnano	S01033	1	45.593653	8.910638
Lendinara	S02373	12	45.081816	11.591667
Lentini	S12341	14	37.300916	14.99758
Lentini Diramazione	S12340	14	37.340009	14.98141
Leonessa	S11219	15	41.062304	15.595094
Leonforte-Pirato	S12239	14	37.606305	14.376063
Lercara Bassa	S12205	14	37.737639	13.633053
Lerino	S02578	12	45.518725	11.63567
Lesa	S01018	3	45.833042	8.566471
Lesegno	S00954	3	44.385891	7.94266
Lesmo	S01501	1	45.644745	9.309318
Letojanni	S12316	14	37.877581	15.303128
Levada	S02568	12	45.850158	12.006657
Levanto	S04731	2	44.174167	9.616018
Levico	S02309	9	46.005729	11.30493
Licata	S12400	14	37.106024	13.938114
Lido Di Classe-Lido Di Savio	S05813	8	44.314546	12.292722
Lido Di Lavinio	S08708	5	41.500599	12.625926
Lierna	S01413	1	45.960973	9.303071
Limone	S00617	3	44.203799	7.577912
Lioni	S09616	18	40.874869	15.186324
Lioni Valle Delle Viti	S09628	18	40.887025	15.215936
Lisiera	S02530	12	45.578581	11.610695
Lison	S02663	12	45.751947	12.759416
Lissone-Muggio`	S01321	1	45.60592	9.235368
Livorno Centrale	S06725	13	43.55406	10.336593
Livorno Ferraris	S00237	3	45.283402	8.073493
Loano	S04519	2	44.122429	8.254523
Locate Triulzi	S01801	1	45.35973	9.221398
Locri	S11851	17	38.233154	16.264787
Lodi	S01825	1	45.308966	9.497585
Lomello	S00405	1	45.117276	8.799121
Lonato	S02083	1	45.457204	10.486714
Longarone Zoldo	S02556	12	46.267466	12.301953
Longobardi	S11742	17	39.211493	16.061261
Lonigo	S02441	12	45.413269	11.345016
Loreo	S05423	12	45.059476	12.191569
Loreto	S07503	11	43.448376	13.620455
Lucca	S06404	13	43.837186	10.506069
Lugo	S05951	8	44.414106	11.914723
Luino	S01113	1	45.996643	8.737464
Lumignacco	S03125	10	45.999177	13.250841
Lungavilla	S01806	1	45.049837	9.068968
Lunghezza	S08503	5	41.923253	12.667212
Luogosano	S09606	18	40.980381	14.994305
Luserna S. Giovanni	S00523	3	44.815842	7.246902
L`Aquila	S07414	19	42.351055	13.384959
Milano Centrale	S01700	1	45.486347	9.204528
Maccarese	S08020	5	41.879372	12.23695
Macerata	S07307	11	43.293094	13.455172
Macerata Fontescodella	S07313	11	43.291569	13.44048
Macherio Sovico	S01500	1	45.642485	9.266895
Macherio-Canonica	S01484	1	45.645533	9.286736
Macomer	S12869	20	40.267899	8.772279
Maddalene	S00607	3	44.518734	7.648022
Maddaloni Inferiore	S09212	18	41.035954	14.380504
Maddaloni Superiore	S09303	18	41.048567	14.396055
Madignano	S01610	1	45.34383	9.730179
Madonna Del Piano	S08108	5	42.259963	12.166357
Madonna Del Pilone	S00820	3	44.695347	7.747639
Madonna Della Scala	S00501	3	44.993686	7.780994
Madonna Di Castro	S12853	20	40.672018	9.046014
Maerne Di Martellago	S02512	12	45.514799	12.150629
Magenta	S01040	1	45.468204	8.880633
Magione	S07002	6	43.137356	12.202238
Magliana	S08404	5	41.834235	12.431017
Magliano Crava Morozzo	S00951	3	44.445259	7.777852
Magre`- Cortaccia	S02033	9	46.287976	11.232646
Majano	S03051	10	46.219372	13.066308
Maleo	S01910	1	45.170118	9.755201
Malles Venosta	S02200	9	46.684542	10.546445
Maltignano Del Tronto	S07555	11	42.844918	13.664738
Manarola	S04735	2	44.109904	9.727401
Mandatoriccio Campana	S11817	17	39.525442	16.893125
Mandela-Sambuci	S08512	5	42.016212	12.921976
Mandello Del Lario	S01415	1	45.915208	9.322061
Manerbio	S01902	1	45.357212	10.132348
Manfredonia	S11054	16	41.623046	15.908142
Maniago	S03084	10	46.170057	12.714527
Manoppello	S07710	19	42.305848	14.061057
Manta	S00700	3	44.620887	7.494166
Mantova	S02336	1	45.158746	10.783165
Mantova Frassine	S02380	1	45.150491	10.831007
Manzano	S03030	10	45.98811	13.375016
Manziana-Canale Monterano	S08314	5	42.128246	12.134934
Marano	S02142	12	45.706864	11.4246
Marano Ticino	S00983	3	45.629485	8.626172
Maratea	S11723	15	39.995028	15.70975
Marausa	S12104	14	37.92647	12.504113
Marcaria	S01921	1	45.124518	10.533651
Marcellina Verbicaro Orsomarso	S11728	17	39.766974	15.822665
Marcellina-Palombara	S08507	5	41.999609	12.79134
Marcellinara	S11953	17	38.923103	16.466939
Marcianise	S09301	18	41.03596	14.287658
Marconia	S11800	15	40.316896	16.752317
Marechiaro	S08716	5	41.470762	12.6123
Margarita	S00902	3	44.380082	7.685738
Margherita Di Sav./Ofantino	S11107	16	41.343	16.136024
