name	id_staz	id_reg	lat	lon
Mariano Comense	S01089	1	45.693622	9.18147
Marianopoli	S12234	14	37.623011	13.898901
Marigliano	S09750	18	40.923733	14.460435
Marina Di Cerveteri	S08022	5	41.979133	12.047924
Marina Di Maratea	S11724	15	39.959512	15.735953
Marina Di San Lorenzo	S11862	17	37.919844	15.826365
Marinella	S12854	20	40.999129	9.55362
Marino	S08701	5	41.768961	12.655994
Marino Del Tronto Folignano	S07556	11	42.844346	13.632995
Marlengo	S02214	9	46.664558	11.138577
Marmore	S07401	6	42.547499	12.715224
Marotta Mondolfo	S07107	11	43.769748	13.137273
Marradi	S06610	13	44.07973	11.619174
Marrubiu Terralba Arborea	S12879	20	39.75293	8.641144
Marsala	S12107	14	37.793514	12.443174
Marzabotto	S05105	8	44.341237	11.207351
Marzamemi	S12444	14	36.7309	15.111238
Marzocca	S07109	11	43.677362	13.287922
Mascali	S12323	14	37.765403	15.1942
Maschio	S04811	2	44.326605	8.436686
Massa Centro	S06009	13	44.023741	10.136041
Massafra	S11510	16	40.582968	17.107899
Massalombarda	S05952	8	44.448948	11.828068
Massarosa Bozzano	S06350	13	43.855652	10.352022
Matelica	S07301	11	43.25394	13.01509
Matrice Montagano	S09461	7	41.621321	14.699561
Mazara Del Vallo	S12110	14	37.652448	12.594565
Mede	S00406	1	45.095009	8.742594
Medesano	S06102	8	44.749265	10.140335
Meduno	S03082	10	46.200678	12.80282
Meina	S01019	3	45.794389	8.535452
Melano Marischio	S07065	11	43.345046	12.858866
Mele	S04106	2	44.472797	8.733953
Melegnano	S01822	1	45.356321	9.319271
Melfi	S11206	15	40.989871	15.646895
Melito Di Porto Salvo	S11863	17	37.916732	15.780816
Melzo	S01705	1	45.502191	9.420653
Meolo	S02668	12	45.61319	12.453969
Merana	S00875	3	44.519368	8.298327
Merano	S02216	22	46.673066	11.148978
Merano Maia Bassa	S02217	9	46.656202	11.147931
Mercato San Severino	S09706	18	40.783095	14.759749
Mercenasco	S00156	3	45.353436	7.886405
Mergozzo	S01012	3	45.961303	8.440881
Merone	S01454	1	45.781374	9.243772
Mesagne	S11607	16	40.563203	17.802082
Messina Centrale	S12301	14	38.184975	15.561278
Messina Marittima	S12300	14	38.14988	15.534997
Mestrino	S02580	12	45.457878	11.773859
Metaponto	S11461	15	40.368496	16.815176
Mezzani Rondani	S01851	8	44.966764	10.398818
Mezzano	S05810	8	44.463	12.098501
Mezzocorona	S02035	9	46.207258	11.128595
Mi P.Gar.Sott.	S01647	1	45.484228	9.185122
Mi.P.Genova	S01631	1	45.453379	9.169303
Mignanego	S04212	2	44.539031	8.929951
Mignano Di Monte Lungo	S09201	18	41.407585	13.986672
Milano Bovisa Fnm	S01642	1	45.502993	9.159235
Milano Certosa	S01640	1	45.507019	9.133863
Milano Dateo	S01650	1	45.462341	9.209277
Milano Greco Pirelli	S01326	1	45.51272	9.214456
Milano Lambrate	S01701	1	45.484933	9.237333
Milano Lancetti	S01643	1	45.492632	9.175832
Milano Porta Garibaldi	S01645	1	45.484917	9.187683
Milano Porta Romana	S01632	1	45.445844	9.213128
Milano Porta Vittoria	S01633	1	45.459579	9.21813
Milano Rogoredo	S01820	1	45.433866	9.2391
Milano Romolo	S01032	1	45.445008	9.168933
Milano S. Cristoforo	S01630	1	45.442404	9.130258
Milano Venezia	S01649	1	45.471121	9.201889
Milazzo	S12042	14	38.21195	15.244203
Mileto	S11790	17	38.577082	16.060041
Militello	S12276	14	37.277194	14.78317
Mimmole	S06954	13	43.858111	11.265292
Mineo	S12275	14	37.24572	14.756907
Minervino Murge	S11403	16	41.081788	16.074974
Minturno	S09150	5	41.257621	13.720664
Minucciano - Pieve - Casola	S06227	13	44.194385	10.193837
Mira Mirano	S02588	12	45.462943	12.118789
Miradolo Terme	S01867	1	45.162007	9.449952
Mirandola	S05311	8	44.891638	11.111689
Mirto Crosia	S11814	17	39.604876	16.777366
Misano Adriatico	S07119	8	43.977493	12.697121
Modena	S05032	8	44.654461	10.930373
Modica	S12417	14	36.8529	14.754255
Modugno Citta`	S11515	16	41.086437	16.779596
Mogliano Veneto	S02717	12	45.561964	12.23274
Moiana	S01456	1	45.787082	9.255607
Mojo-Alcantara Malvagna	S12363	14	37.896949	15.050228
Mola Di Bari	S11127	16	41.057227	17.080919
Molare	S04102	3	44.621975	8.609904
Molfetta	S11114	16	41.196008	16.596793
Molina Castel Vecchio Subaqueo	S07424	19	42.143476	13.739644
Molino Del Pallone	S05112	8	44.100128	10.961252
Molteno	S01458	1	45.780939	9.301683
Mombaldone Roccaverano	S00873	3	44.569891	8.332781
Mombaruzzo	S00808	3	44.76235	8.441006
Momo	S00019	3	45.574646	8.55689
Monasterace Stilo	S11844	17	38.437591	16.574444
Monastero Pratavecchi	S00721	3	44.484517	7.44679
Moncalieri	S00453	3	44.998187	7.678027
Moncalieri Sangone	S00510	3	45.000393	7.667991
Moncalvo	S00340	3	45.059463	8.261905
Monchiero Dogliani	S00735	3	44.571815	7.917635
Mondovi`	S00952	3	44.398255	7.816339
Moneglia	S04727	2	44.242449	9.486957
Monfalcone	S03310	10	45.807683	13.542929
Mongardino	S00801	3	44.84161	8.207411
Mongrassano Cervicati	S11905	17	39.538462	16.222511
Monguelfo Valle Di Casies	S02111	9	46.752775	12.107264
Monopoli	S11129	16	40.952017	17.292455
Monsampolo Del Tronto	S07553	11	42.881488	13.803569
Monselice	S05703	12	45.246116	11.74789
Montagnana	S02392	12	45.228238	11.459873
Montaguto Panni	S09319	18	41.235362	15.235132
Montale Agliana	S06415	13	43.912924	11.008309
Montallese	S06856	13	43.064888	11.90928
Montalto Di Castro	S08008	5	42.334623	11.595085
Montalto Dora	S00153	3	45.490309	7.858986
Montalto Rose	S11908	17	39.407213	16.247291
Montanaro	S00160	3	45.232674	7.858331
Monte Antico	S06820	13	42.981054	11.359819
Monte Arcau	S12973	20	39.244501	8.543347
Monte Giordano	S11805	17	40.040812	16.597907
Monte Melino	S07014	6	43.106303	12.249698
Monte S.Biagio	S08605	5	41.345967	13.347037
Montebello	S02443	12	45.45251	11.390803
Montebelluna	S02570	12	45.776434	12.054
Montecalvo Buonalbergo Casalb.	S09315	18	41.2211	14.9795
Montecarlo San Salvatore	S06408	13	43.850798	10.68537
Montecarotto Castelbellino	S07203	11	43.500005	13.1481
Montecatini Centro	S06412	13	43.881216	10.77081
Montecatini Terme	S06411	13	43.879327	10.780588
Montechiaro Denice	S00872	3	44.600827	8.352185
Montechiaro D`Asti	S00428	3	44.999849	8.10982
Montecorvino	S09822	18	40.617439	14.944628
Montecosaro	S07310	11	43.289297	13.646378
Montefalcione	S09602	18	40.951114	14.886432
Montefiascone	S08303	5	42.520268	12.050448
Montefredane	S09529	18	40.951143	14.827771
Montegrosso	S00803	3	44.818465	8.239171
Monteiasi	S11601	16	40.523852	17.361457
Montella	S09612	18	40.845175	15.032758
Montello Gorlago	S01535	1	45.67017	9.808488
Montelupo Capraia	S06511	13	43.733357	11.018997
Montemaggiore	S12203	14	37.859037	13.693193
Montemarano	S09610	18	40.900728	15.039506
Montemarciano	S07110	11	43.651397	13.346478
Montemiletto	S09603	18	40.993606	14.920685
Montenero Petacciato	S07825	7	42.033286	14.851015
Montepaone - Montauro	S11836	17	38.728548	16.541944
Montepescali	S06038	13	42.869518	11.068743
Monteprandone	S07554	11	42.894183	13.849996
Montepulciano	S06855	13	43.135353	11.856865
Montereale Valcellina	S03085	10	46.148009	12.658923
Monteroduni	S09057	7	41.528345	14.156514
Monteroni D`Arbia	S06871	13	43.230036	11.419662
Monterosso	S04732	2	44.145967	9.649009
Monterosso Marche	S07062	11	43.462227	12.818339
Monterotondo	S08215	5	42.06409	12.595753
Montesano Buonabitacolo	S09909	18	40.286725	15.653794
Montesanto	S05801	8	44.732964	11.73652
Montesilvano	S07808	19	42.515766	14.152567
Monteu Da Po	S00422	3	45.158353	8.022925
Montevarchi Terranuova	S06910	13	43.525165	11.563983
Monteverde	S09624	15	40.967691	15.568502
Monti Telti	S12857	20	40.829632	9.322814
Monticchio	S09622	15	40.923923	15.539231
Monticelli D`Ongina	S01971	8	45.075666	9.949036
Monticello D`Alba	S00823	3	44.703736	7.965002
Montiglio Murisengo	S00426	3	45.067664	8.106913
Montirone	S01840	1	45.451352	10.239482
Montjovet	S00144	4	45.704586	7.666871
Montoro Forino	S09518	18	40.819987	14.757381
Montoro Superiore	S09517	18	40.831616	14.80217
Montorsi	S09528	18	41.080487	14.786519
Montorsoli	S06601	13	43.881903	11.265484
Monza	S01322	1	45.577789	9.273253
Monza Sobborghi	S01480	1	45.582082	9.284375
Monzone-M.Dei Banchi-Isolano	S06225	13	44.165637	10.123827
Monzuno	S05132	8	44.322277	11.262082
Morano Sul Po	S00177	3	45.170793	8.366168
Morbegno	S01425	1	46.136663	9.568646
Morcone	S09503	18	41.340445	14.677658
Morengo Bariano	S01710	1	45.521639	9.703114
Mores Ittireddu	S12864	20	40.555954	8.875838
Moretta	S00544	3	44.765514	7.530303
Morgex	S00131	4	45.757055	7.033898
Mori	S02046	9	45.861216	11.002648
Mornago Cimbro	S01144	1	45.729742	8.734193
Morolo	S08660	5	41.667018	13.194557
Morra De Sanctis Teora	S09617	18	40.890563	15.239328
Morrovalle Monte S.Giusto	S07309	11	43.279189	13.58285
Mortara	S00034	1	45.252171	8.731639
Mosciano S. Angelo	S07904	19	42.710309	13.908563
Mossa	S03302	10	45.935114	13.547281
Motta Camastra	S12360	14	37.890651	15.163764
Motta Di Livenza	S02767	12	45.779114	12.607118
Motta S. Damiano	S01862	1	45.178344	9.219866
Motta San Giovanni Lazzaro	S11865	17	37.976978	15.659977
Motteggiana	S02339	1	45.029685	10.755439
Mozia-Birgi	S12105	14	37.884956	12.499016
Mozzecane	S02332	12	45.306687	10.823657
Mulinetti	S04713	2	44.362614	9.129499
Muratella	S08400	5	41.826182	12.412696
Murlo	S06876	13	43.11398	11.400394
Musei	S12953	20	39.28837	8.676528
Musiano-Pian Di Macina	S05139	8	44.402423	11.344912
Mussotto	S00824	3	44.713227	8.015194
Muzzana Del Turgnano	S03204	10	45.816817	13.132376
Napoli Centrale	S09218	18	40.852933	14.272908
Napoli Campi Flegrei	S09103	18	40.822462	14.194649
Napoli Gianturco	S09110	18	40.853959	14.288213
Napoli Mergellina	S09105	18	40.831531	14.218662
Napoli Montesanto	S09107	18	40.847807	14.244022
Napoli Piazza Garibaldi	S09109	18	40.852326	14.275159
Napoli Piazza Leopardi	S09104	18	40.82397	14.199117
Napoli S.Giov.Barra	S09800	18	40.831269	14.307811
Narni Amelia	S07230	6	42.53128	12.519592
Narzole	S00734	3	44.598377	7.881597
Nasisi	S11600	16	40.50791	17.257802
Naturno	S02211	9	46.645095	11.004303
Navacchio	S06502	13	43.685941	10.486806
Neive	S00827	3	44.723048	8.121071
Nera Montoro	S07229	6	42.497855	12.476587
Nettuno	S08710	5	41.459558	12.662123
Nibbia	S00976	3	45.481363	8.557993
Nichelino	S00511	3	44.99132	7.642068
Nicorvo	S00273	1	45.275462	8.6712
Nicotera	S11764	17	38.549328	15.933749
Niella	S00739	3	44.415377	7.926365
Niscemi	S12392	14	37.145	14.403471
Nizza Di Sicilia	S12311	14	37.996937	15.412334
Nizza Monferrato	S00834	3	44.772905	8.361146
Noale Scorze`	S02510	12	45.553833	12.074888
Nocera Inferiore	S09814	18	40.745318	14.635346
Nocera Inferiore Mercato	S09709	18	40.745668	14.649129
Nocera Superiore	S09815	18	40.742597	14.672398
Nocera Tirinese	S11746	17	39.015913	16.119677
Nocera Umbra	S07213	6	43.100663	12.767207
Noceto	S06101	8	44.809934	10.147258
Nogara	S05310	12	45.179937	11.070572
Nola	S09700	18	40.923652	14.525004
None	S00513	3	44.938011	7.540068
Notaresco	S07903	19	42.706502	13.876365
Noto	S12424	14	36.88247	15.074523
Nova Siri Rotondella	S11803	15	40.130311	16.644044
Novara	S00248	3	45.451376	8.624895
Novara Montalbano Furnari	S12039	14	38.121516	15.130702
Novate-Mezzola	S01403	1	46.216595	9.446573
Nove	S02734	12	46.050895	12.313312
Novi Ligure	S04203	3	44.762521	8.787289
Nozzano	S06351	13	43.829956	10.40716
Nucetto	S00920	3	44.338871	8.061386
Nuovo Salario	S08231	5	41.956195	12.510317
Nus	S00140	4	45.738786	7.4712
Nusco	S09614	18	40.872272	15.095642
Occhiobello	S05710	12	44.899384	11.621197
Oderzo	S02765	12	45.775304	12.49293
Offida Castel Di Lama	S07551	11	42.862074	13.720285
Oggiono	S01460	1	45.788993	9.33748
Olbia	S12855	20	40.924595	9.498293
Olbia Marittima Isola Bianca	S12901	20	40.922597	9.523706
Olcenengo	S00244	3	45.34147	8.310096
Olcio	S01414	1	45.938011	9.313898
Oleggio	S00984	3	45.598029	8.632586
Olevano	S00036	1	45.212119	8.71182
Olgiata	S08333	5	42.01538	12.363864
Olgiate-Calco-Brivio	S01514	1	45.729166	9.40377
Oliveri Tindari	S12037	14	38.128346	15.056573
Olivetta San Michele	S04480	2	43.878345	7.535066
Olmeneta	S01905	1	45.231099	10.03194
Olmi Spercenigo	S02760	12	45.679467	12.338101
Omegna	S00010	3	45.87179	8.413291
Omegna Crusinallo	S00008	3	45.898138	8.413929
Omignano Salento	S11708	18	40.252688	15.134406
Ora	S02031	9	46.36092	11.296781
Orbetello	S08004	13	42.450615	11.248972
Orciano	S06022	13	43.500263	10.477566
Ordona	S11202	16	41.315006	15.620567
Oria	S11605	16	40.508167	17.646534
Oricola-Pereto	S08518	19	42.067835	13.044214
Orio Litta	S01870	1	45.166778	9.550592
Oriolo	S08313	5	42.166825	12.138499
Oris	S02203	9	46.626672	10.645989
Oristano	S12878	20	39.902033	8.603974
Ornavasso	S00006	3	45.970296	8.415892
Orsa	S12121	14	38.190454	13.119126
Orsago	S02704	12	45.928068	12.434259
Orsara Di Puglia	S09320	16	41.241899	15.27766
Orta Miasino	S00012	3	45.795865	8.421217
Ortanova	S11102	16	41.350441	15.732059
Orte	S08209	5	42.43728	12.408986
Ortona	S07815	19	42.354196	14.407698
Orvieto	S08203	6	42.723379	12.127412
Oschiri	S12860	20	40.713273	9.107749
Osimo Castelfidardo	S07502	11	43.497033	13.547263
Osnago	S01512	1	45.678532	9.386995
Ospedaletto Euganeo	S02395	12	45.221706	11.606553
Ospedaletto Lodigiano	S01871	1	45.16933	9.575164
Ospedalicchio	S07012	6	43.082369	12.506572
Ospitale Di Cadore	S02554	12	46.325771	12.318429
Ospitaletto Mantovano	S01922	1	45.129748	10.604406
Ospitaletto Travagliato	S01716	1	45.546042	10.074363
Osteria Nuova	S05302	8	44.586613	11.236525
Ostia Parmense	S06160	8	44.520136	9.844981
Ostiglia	S05304	1	45.072228	11.141059
Ostuni	S11132	16	40.752356	17.580809
Ottaviano	S09751	18	40.85256	14.493479
Oulx Cesana Claviere Sestriere	S00204	3	45.038789	6.831432
Ovada	S04103	3	44.630377	8.632301
Ovada Nord	S04007	3	44.646656	8.644633
Oviglio	S00840	3	44.859537	8.494998
Ozieri Chilivani	S12862	20	40.609496	8.933744
Ozieri Fraigas	S12861	20	40.627334	8.986497
Ozzano Dell'Emilia	S05055	8	44.450797	11.487297
Ozzano Monferrato	S00337	3	45.107581	8.372296
Ozzano Taro	S06152	8	44.712268	10.141022
Palermo Centrale	S12002	14	38.109187	13.367515
P.C.Canaro	S05709	12	44.923012	11.675223
P.M. Badesse	S06826	13	43.382144	11.277136
P.M.Vat	S03032	10	46.092872	13.247412
Pabillonis	S12881	20	39.610878	8.741013
Pace Del Mela	S12045	14	38.202459	15.312676
Paceco	S12103	14	37.991354	12.550844
Pachino	S12445	14	36.710144	15.094661
Paderno Robbiate	S01502	1	45.678307	9.439202
Padiglione	S08707	5	41.513518	12.629476
Padova	S02581	12	45.417846	11.880794
Padula	S09908	18	40.335142	15.629921
Paduli	S09313	18	41.146232	14.838878
Paese	S02540	12	45.669207	12.161677
Paese Castagnole	S02602	12	45.691182	12.182619
Paestum	S11703	18	40.421691	15.014915
Pagani	S09813	18	40.74654	14.616996
Paganica	S07416	19	42.334751	13.464317
Palagianello	S11508	16	40.610906	16.975202
Palagiano Chiatona	S11464	16	40.516998	17.059217
Palagiano Mottola	S11509	16	40.601744	17.065478
Palagonia	S12279	14	37.318146	14.892565
Palazzo Reale-Orleans	S12130	14	38.10878	13.353962
Palazzo S.Gervasio - Montemil.	S11303	15	40.93929	15.98982
Palazzolo Dello Stella	S03203	10	45.803403	13.083957
Palazzolo Sull`Oglio	S01538	1	45.601486	9.896235
Palazzolo Vercellese	S00175	3	45.189004	8.232787
Palena	S08904	19	41.918401	14.105189
Palermo Brancaccio	S12055	14	38.093141	13.392508
Palermo Notarbartolo	S12134	14	38.132261	13.341572
Palestro	S00271	1	45.307274	8.534511
Palidano	S02343	1	44.972228	10.777412
Palizzi	S11859	17	37.91881	15.986405
Pallanzeno	S00002	3	46.043533	8.260645
Pallerone	S06220	13	44.204232	10.005173
Palma S.Gennaro	S09701	18	40.864149	14.540472
Palmanova	S03122	10	45.906862	13.296461
Palmi	S11769	17	38.364914	15.84438
Palo Laziale	S08018	5	41.939327	12.102739
Palombina	S07112	11	43.61701	13.429721
Panicaglia	S06605	13	43.978449	11.407511
Pantiere Di Castelbellino	S07234	11	43.500941	13.183116
Paola	S11739	17	39.359442	16.033093
Parabiago	S01035	1	45.552441	8.946319
Paratico Sarnico	S01620	1	45.662478	9.961417
Parco Leonardo	S08412	5	41.79932	12.29543
Parghelia	S11759	17	38.683341	15.925042
Parma	S05014	8	44.810203	10.32837
Parona Lomellina	S01060	1	45.280107	8.780315
Partinico	S12124	14	38.05857	13.108956
Passignano Sul Trasimeno	S07001	6	43.188324	12.133128
Paternopoli	S09607	18	40.972903	15.009932
Patti-San Piero Patti	S12036	14	38.146905	14.975331
Paulilatino	S12874	20	40.077373	8.775812
Pavia	S01860	1	45.188843	9.144674
Pavia Porta Garibaldi	S01861	1	45.183996	9.167331
Pavona	S08731	5	41.723897	12.61116
Pedaso	S07510	11	43.094694	13.844906
Pederobba Cavaso Possagno	S02567	12	45.877299	11.965222
Pellezzano	S09521	18	40.719928	14.777354
Penango	S00341	3	45.032254	8.235138
Perarolo Di Cadore	S02553	12	46.386277	12.352493
Pergine	S02305	9	46.062482	11.232637
Pergola	S07060	11	43.549653	12.832973
Peri	S02052	12	45.658402	10.900314
Pertengo	S00311	3	45.233305	8.426739
Perugia	S07004	6	43.103808	12.375567
Perugia Ponte S.Giovanni	S07005	6	43.091801	12.438239
Pesaro	S07104	11	43.906014	12.904848
Pescara	S07810	19	42.467789	14.205066
Pescara Porta Nuova	S07811	19	42.458072	14.211663
Pescara S. Marco	S07017	19	42.44613	14.208981
Peschiera Del Garda	S02088	12	45.438502	10.702509
Pescia	S06409	13	43.886811	10.686074
Pescina	S08532	19	42.037564	13.668981
Pescocanale	S08811	19	41.9589	13.391624
Pescolanciano-Chiauci	S08915	7	41.678996	14.341588
Pescosannita Fragneto L`Abate	S09507	18	41.236154	14.788527
Pessione	S00457	3	44.965132	7.841321
Petina	S09901	18	40.560347	15.389298
Petrosino Strasatti	S12109	14	37.725466	12.509434
Pettenasco	S00011	3	45.820498	8.406802
Pettorano Sul Gizio	S08901	19	41.974557	13.965036
Piacenza	S05000	8	45.052238	9.70633
Piadena	S01919	1	45.127608	10.369962
Pian Del Mugnone	S06952	13	43.813899	11.265994
Pian Di Venola	S05114	8	44.332136	11.188609
Piana	S00876	2	44.486383	8.308796
Piana Bella Montelibretti	S08222	5	42.105159	12.632938
Piana Del Signore	S12394	14	37.056089	14.304292
Pianerottolo Di Ariano	S09317	18	41.188984	15.145482
Pianfei	S00903	3	44.385228	7.717109
Piano D`Orta Bolognano	S07714	19	42.254455	13.951514
Piano Orizzontale Dei Giovi	S04216	2	44.530912	8.9192
Pianoro	S05131	8	44.380589	11.340675
Pianzano	S02705	12	45.913397	12.388168
Piazza Al Serchio	S06325	13	44.182515	10.296615
Piazza Amedeo	S09106	18	40.838506	14.232974
Piazza Cavour	S09108	18	40.855248	14.255175
Picerno	S09833	15	40.640122	15.641612
Piedimulera	S00003	3	46.024348	8.261237
Pietra Ligure	S04520	2	44.145345	8.277403
Pietrabissara	S04209	2	44.658637	8.926969
Pietragalla	S11213	15	40.753314	15.79211
Pietrapaola	S11816	17	39.540121	16.860819
Pietrarsa	S09801	18	40.822433	14.32058
Pietrasanta	S06012	13	43.95583	10.229731
Pietrelcina	S09508	18	41.18865	14.832469
Pieve Albignola	S00402	1	45.116248	8.959723
Pieve Ligure	S04711	2	44.372644	9.090975
Pieve Vergonte	S00004	3	46.009783	8.276298
Pievetta	S00922	3	44.257449	8.021744
Pignataro Maggiore	S09207	18	41.17384	14.160545
Pinarolo Po	S01931	1	45.073415	9.170273
Pinerolo	S00517	3	44.887673	7.337402
Pinerolo Olimpica	S00082	3	44.893325	7.349043
Pineto	S08334	5	41.909222	12.438385
Pineto Atri	S07806	19	42.607736	14.069072
Pinzano	S03055	10	46.179217	12.950779
Pioltello Limito	S01703	1	45.486019	9.329319
Piombino	S06770	13	42.924854	10.530959
Piombino Binari Mare	S06775	13	42.928931	10.54525
Piombino Dese	S02509	12	45.60944	12.00058
Piona	S01406	1	46.124696	9.350759
Pioppe Di Salvaro	S05106	8	44.310761	11.161785
Piraineto	S12125	14	38.169148	13.14256
Pisa Binari Aeroporto	S06450	13	43.698555	10.398436
Pisa Centrale	S06500	13	43.70794	10.398183
Pisa San Rossore	S06501	13	43.723702	10.387363
Piscina Di Pinerolo	S00515	3	44.921744	7.425482
Pisciolo	S09625	15	41.018914	15.565446
Pisciotta Palinuro	S11712	18	40.091539	15.243601
Pisticci	S11459	15	40.420848	16.552181
Pistoia	S06414	13	43.926804	10.914624
Piteccio	S05116	13	44.009786	10.9013
Pizzighettone	S01911	1	45.181772	9.777133
Pizzo	S11753	17	38.726323	16.150615
Plaus	S02212	9	46.65844	11.041057
Ploaghe	S12816	20	40.66132	8.728075
Pocapaglia	S00842	3	44.701066	7.892496
Poggibonsi	S06805	13	43.468093	11.149455
Poggio - Careggine - Vagli	S06323	13	44.148541	10.350626
Poggio Fidoni	S07428	5	42.395811	12.795429
Poggio Imperiale	S11023	16	41.805561	15.35707
Poggio Mirteto	S08213	5	42.242187	12.633043
Poggio Renatico	S05720	8	44.767292	11.483701
Poggio Rusco	S05308	1	44.981859	11.124627
Poggiorsini	S11305	16	40.935221	16.266897
Poggiridenti-Tresivio-Piateda	S01433	1	46.166888	9.93382
Pogliola	S00904	3	44.399796	7.75057
Polesella	S05708	12	44.961039	11.738498
Policastro Bussentino	S11718	18	40.076482	15.528438
Policoro Tursi	S11802	15	40.207304	16.688819
Polignano A Mare	S11128	16	40.990926	17.218676
Polla	S09903	18	40.512921	15.497238
Pollenza	S07305	11	43.240933	13.367031
Pollina	S12021	14	38.018	14.175943
Pombia	S01125	3	45.649547	8.637037
Pomezia - S.Palomba	S08601	5	41.706171	12.573611
Pompei	S09810	18	40.745918	14.501109
Pont	S00890	2	45.420436	7.60442
Pont Saint Martin	S00149	4	45.589834	7.795024
Pontassieve	S06904	13	43.773949	11.437904
Ponte A Elsa	S06807	13	43.694385	10.906008
Ponte A Moriano	S06312	13	43.908371	10.534264
Ponte A Tressa	S06869	13	43.250844	11.39617
Ponte Albanito	S09325	16	41.35148	15.532976
Ponte Casalduni	S09309	18	41.214169	14.696458
Ponte Della Venturina	S05123	8	44.128589	10.990756
Ponte Di Brenta	S02585	12	45.429216	11.947734
Ponte Di Piave	S02763	12	45.719624	12.460683
Ponte D`Adda	S01912	1	45.184352	9.790737
Ponte D`Adige	S02225	9	46.485444	11.297719
Ponte Galeria	S08403	5	41.818349	12.344733
Ponte Gardena	S02020	9	46.6012	11.53251
Ponte Ginori	S06752	13	43.335594	10.740536
Ponte In Valtellina	S01434	1	46.162631	9.975895
Ponte Nelle Alpi Polpet	S02558	12	46.182328	12.277604
Ponte Parrano Di Nocera Umbra	S07233	6	43.137437	12.776376
Ponte S.Marco - Calcinato	S02082	1	45.473788	10.409018
Ponte S.Pietro	S01528	1	45.69916	9.584322
Pontebba	S03010	10	46.508463	13.311357
Pontecagnano	S09821	18	40.641033	14.870272
Pontecchio Marconi	S05103	8	44.42294	11.26919
Pontecurone	S01809	3	44.962014	8.929717
Pontedera Casciana Terme	S06506	13	43.662145	10.628773
Pontelagoscuro	S05711	8	44.873216	11.612526
Pontelandolfo	S09504	18	41.29578	14.712051
Pontenure	S05005	8	45.001687	9.792103
Pontetto	S04710	2	44.377309	9.07696
Ponti	S00871	3	44.629979	8.365262
Ponticino	S06913	13	43.481446	11.71657
Pontida	S01526	1	45.730084	9.511632
Pontremoli	S06163	13	44.371976	9.887795
Ponzana	S00247	3	45.402685	8.522689
Ponzano Magra	S06200	2	44.136227	9.934115
Popolano	S06612	13	44.102323	11.649045
Popoli Vittorito	S07703	19	42.172354	13.826152
Populonia	S06773	13	42.996412	10.540659
Porcari	S06406	13	43.831263	10.619212
Pordenone	S02701	10	45.956281	12.654126
Porretta  Terme	S05110	8	44.155757	10.978039
Portacomaro	S00344	3	44.957169	8.224345
Portici- Ercolano	S09802	18	40.809907	14.335809
Porto Ceresio	S01200	1	45.903675	8.900357
Porto Di Vasto	S07822	19	42.167774	14.698057
Porto D`Ascoli	S07514	11	42.912792	13.896813
Porto Empedocle	S12214	14	37.291539	13.537862
Porto Recanati	S07504	11	43.433726	13.661464
Porto S. Elpidio	S07507	11	43.256855	13.760749
Porto S. Giorgio Fermo	S07508	11	43.17972	13.7975
Porto Torres	S12802	20	40.833045	8.39642
Porto Valtravaglia	S01116	1	45.958219	8.674141
Porto Varallo Pombia	S01124	3	45.677697	8.638383
Portogruaro Caorle	S03200	12	45.781438	12.832375
Portomaggiore	S05802	8	44.696699	11.799785
Possidente	S11220	15	40.781144	15.777104
Postioma	S02601	12	45.715862	12.148248
Posto Comunicazione Dolce`	S02053	12	45.601513	10.850588
Potenza Inferiore	S11420	15	40.629469	15.806808
Potenza Picena Montelupone	S07505	11	43.36991	13.59265
Potenza Superiore	S11217	15	40.64586	15.800966
Pove Del Grappa Campese	S02505	12	45.803248	11.719936
Pozzallo	S12420	14	36.733821	14.848708
Pozzolo Formigaro	S04330	3	44.797395	8.782521
Pozzuoli Solfatara	S09101	18	40.827586	14.126163
Pozzuolo Martesana	S01722	1	45.510567	9.459096
Pracchia	S05113	13	44.05479	10.90691
Praja Ajeta Tortora	S11725	17	39.900832	15.780628
Prasco Cremolino	S04101	3	44.648906	8.55001
Prata Pratola	S09513	18	40.988509	14.842666
Pratignone	S06423	13	43.849273	11.162008
Prato Borgonuovo	S06426	13	43.893216	11.076222
Prato Centrale	S06416	13	43.878737	11.109252
Prato Porta Al Serraglio	S06422	13	43.884637	11.097385
Prato Sesia	S00108	3	45.646472	8.370476
Pratola Peligna	S07700	19	42.102423	13.876349
Pratola Peligna Superiore	S07601	19	42.080415	13.87223
Predosa	S04003	3	44.750978	8.651132
Preganziol	S02715	12	45.60367	12.23138
Pregnana Milanese	S01058	1	45.511868	9.003943
Premosello Chiovenda	S01009	3	46.002188	8.326649
Prezza	S08536	19	42.053699	13.834497
Pre` Saint Didier	S00130	4	45.7636	6.99105
Primolano	S02319	12	45.965315	11.700899
Priola	S00923	3	44.248694	8.023429
Priolo Melilli	S12347	14	37.157951	15.197038
Priolo Soprano	S12393	14	37.092142	14.377888
Priverno Fossanova	S08604	5	41.421853	13.186406
Punta Raisi	S12133	14	38.188892	13.110059
Quarona	S00102	3	45.763547	8.266603
Quart	S00138	4	45.741372	7.414645
Quarto Di Marano	S09111	18	40.871086	14.122801
Quarto D`Altino	S02670	12	45.574576	12.365032
Quattro Venti	S08005	5	41.880145	12.459731
Quercianella	S06728	13	43.454922	10.37255
